user_id,block_number,b2_sum
56100d727ffc8a0005811338,2,1
578f9f52eeaf6d00018d4f20,2,25
595bf7acc76e6700014d33fc,2,2
59e7276d5de9b000017ed1c1,2,16
5b01842bc573030001c345e0,2,7
5c8d2f74e775150016db3700,2,8
5c91c01129b394001a4e473b,2,7
5da6a24a5b8ad1001570f6ae,2,8
5ddaf4f37aa0d6a6c2c53af6,2,9
5e3974014e49b0000aea3d11,2,17
5e760b4d39c441170d9c9f1b,2,3
5e91d94b473d044febfef650,2,6
5eae4c54e1015a50baf832cb,2,10
5ecc3b8a119a5e800ca47d80,2,8
5ecd6addd559270c48385571,2,6
