user_id,conditions,final_payoff,age,attention,block_number,trial_number,p_inspection,inspection,points_right,points_left,exchange_ratio,basic_payment,trial_payoff,alternative_payoff,choice_correct,rt_choice,block_errors,block_payoff
54da5755fdf99b2ae8ab221c,high_enforcement,1644,5400,200,300,10100,18000,182,2626,2374,100000,289.9999999999989,1644,-1464,178,28.185000000000013,2200,164400
5806b9d1084b750001dbcde0,low_enforcement,1940,10800,200,300,10100,2000,25,2374,2626,100000,289.9999999999989,1940,-2780,158,61.618000000000016,4200,194000
5aaa7bde56c51000018cc7b5,no_enforcement2,278,5400,200,300,10100,0,0,2626,2374,100000,289.9999999999989,278,322,190,27.067999999999987,1000,27800
5b2973a08c745200013b84ae,no_enforcement2,281,10400,200,300,10100,0,0,2626,2374,100000,289.9999999999989,281,319,189,35.24299999999999,1100,28100
5e68ff434db49c01d7dbedd2,no_enforcement2,292,5373,199,298,10098,0,0,2365,2610,99500,288.54999999999893,292,305,184,14.419999999999993,1491,29055
5e836b26ac330b064f3c861e,high_enforcement,1479,4800,200,300,10100,18000,190,2374,2626,100000,289.9999999999989,1479,-1339,187,34.21099999999999,1300,147900
