user_id,block_number,b2_sum
54da5755fdf99b2ae8ab221c,2,2
5806b9d1084b750001dbcde0,2,0
5aaa7bde56c51000018cc7b5,2,3
5af478d820299700016d0748,2,3
5b2973a08c745200013b84ae,2,3
5b7de8361e7bc100011dc574,2,3
5d94aee42efd5f0017023e9e,2,3
5df2476e398bb6146cb2c8e1,2,4
5e68ff434db49c01d7dbedd2,2,2
5e793c9d572cea50199853e7,2,1
5e836b26ac330b064f3c861e,2,5
5ec22961a5533967a888db87,2,0
5ec29601269fcc072b89c5c8,2,1
