user_id,age,gender,attention,block_number,trial_number,trial_type,conditions,p_inspection,inspection,fine_size,profitable_side,true_side,choice,trial_payoff,alternative_payoff,choice_correct,rt_choice,block_errors,final_errors,block_payoff,final_payoff
5ec22961a5533967a888db87,46,male,1,1,1,Clear_not_profit_side,3,0,0,0,right,left,right,2,1,0,0.807,9,25,150,307
5ec22961a5533967a888db87,46,male,1,1,2,Clear_not_profit_side,3,0,0,0,right,left,left,1,2,1,0.803,9,25,150,307
5ec22961a5533967a888db87,46,male,1,1,3,Ambigous_left,3,0,0,0,right,left,right,2,1,0,0.331,9,25,150,307
5ec22961a5533967a888db87,46,male,1,1,4,Ambigous_left,3,0,0,0,right,left,left,1,2,1,0.26,9,25,150,307
5ec22961a5533967a888db87,46,male,1,1,5,Clear_not_profit_side,3,0,0,0,right,left,left,1,2,1,0.215,9,25,150,307
5ec22961a5533967a888db87,46,male,1,1,6,Clear_profit_side,3,0,0,0,right,right,right,2,1,1,0.22,9,25,150,307
5ec22961a5533967a888db87,46,male,1,1,7,Clear_not_profit_side,3,0,0,0,right,left,left,1,2,1,0.19,9,25,150,307
5ec22961a5533967a888db87,46,male,1,1,8,Ambigous_left,3,0,0,0,right,left,right,2,1,0,0.311,9,25,150,307
5ec22961a5533967a888db87,46,male,1,1,9,Clear_profit_side,3,0,0,0,right,right,right,2,1,1,0.182,9,25,150,307
5ec22961a5533967a888db87,46,male,1,1,10,Ambigous_left,3,0,0,0,right,left,left,1,2,1,0.195,9,25,150,307
5ec22961a5533967a888db87,46,male,1,1,11,Ambigous_right,3,0,0,0,right,right,right,2,1,1,0.219,9,25,150,307
5ec22961a5533967a888db87,46,male,1,1,12,Ambigous_left,3,0,0,0,right,left,left,1,2,1,0.202,9,25,150,307
5ec22961a5533967a888db87,46,male,1,1,13,Ambigous_left,3,0,0,0,right,left,right,2,1,0,0.265,9,25,150,307
5ec22961a5533967a888db87,46,male,1,1,14,Ambigous_left,3,0,0,0,right,left,left,1,2,1,0.221,9,25,150,307
