user_id,age,gender,attention,block_number,trial_number,trial_type,conditions,p_inspection,inspection,fine_size,profitable_side,true_side,choice,trial_payoff,alternative_payoff,choice_correct,rt_choice,block_errors,final_errors,block_payoff,final_payoff,error,b1_cheating,b2_cheating,b1_sum,b2_sum
5d94aee42efd5f0017023e9e,18,female,1,1,77,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.153,7,12,138,278,0,0,0,2,0
5d94aee42efd5f0017023e9e,18,female,1,1,82,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.158,7,12,138,278,0,0,0,2,0
5d94aee42efd5f0017023e9e,18,female,1,1,84,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.217,7,12,138,278,0,0,0,2,0
5d94aee42efd5f0017023e9e,18,female,1,1,86,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.195,7,12,138,278,0,0,0,2,0
5d94aee42efd5f0017023e9e,18,female,1,1,94,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.166,7,12,138,278,0,0,0,2,0
5d94aee42efd5f0017023e9e,18,female,1,1,98,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.157,7,12,138,278,0,0,0,2,0
5d94aee42efd5f0017023e9e,18,female,1,1,100,Ambigous_right,3,0,0,0,left,right,left,2,1,0,0.748,7,12,138,278,1,1,0,2,0
5d94aee42efd5f0017023e9e,18,female,1,2,6,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.17,5,12,140,278,0,0,0,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,7,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.251,5,12,140,278,0,0,0,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,10,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.224,5,12,140,278,0,0,0,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,14,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.47,5,12,140,278,0,0,0,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,17,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.294,5,12,140,278,0,0,0,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,19,Ambigous_right,3,0,0,0,left,right,left,2,1,0,0.181,5,12,140,278,1,0,1,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,24,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.25,5,12,140,278,0,0,0,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,26,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.208,5,12,140,278,0,0,0,0,2
5d94aee42efd5f0017023e9e,18,female,1,2,27,Ambigous_right,3,0,0,0,left,right,left,2,1,0,0.201,5,12,140,278,1,0,1,0,2
