user_id,block_number,b1_sum
56100d727ffc8a0005811338,1,3
578f9f52eeaf6d00018d4f20,1,0
595bf7acc76e6700014d33fc,1,6
59e7276d5de9b000017ed1c1,1,1
5b01842bc573030001c345e0,1,2
5c8d2f74e775150016db3700,1,3
5c91c01129b394001a4e473b,1,5
5da6a24a5b8ad1001570f6ae,1,0
5ddaf4f37aa0d6a6c2c53af6,1,2
5e3974014e49b0000aea3d11,1,0
5e760b4d39c441170d9c9f1b,1,2
5e91d94b473d044febfef650,1,4
5eae4c54e1015a50baf832cb,1,2
5ecc3b8a119a5e800ca47d80,1,5
5ecd6addd559270c48385571,1,1
