user_id,age,gender,attention,block_number,trial_number,trial_type,conditions,p_inspection,inspection,fine_size,profitable_side,points_right,points_left,exchange_ratio,basic_payment,true_side,choice,trial_payoff,alternative_payoff,choice_correct,rt_choice,block_errors,block_payoff,final_payoff,date,time
5806b9d1084b750001dbcde0,54,female,1,1,1,Ambigous_right,low_enforcement,10,0,-,right,14,11,500,1.45,right,right,20,1,1,0.588,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,2,Clear_not_profit_side,low_enforcement,10,0,-,right,9,16,500,1.45,left,right,20,1,0,1.091,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,3,Clear_not_profit_side,low_enforcement,10,0,-,right,9,16,500,1.45,left,left,1,20,1,0.339,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,4,Clear_not_profit_side,low_enforcement,10,0,-,right,9,16,500,1.45,left,left,1,20,1,0.221,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,5,Ambigous_left,low_enforcement,10,0,-,right,11,14,500,1.45,left,right,20,1,0,0.38,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,6,Ambigous_left,low_enforcement,10,0,-,right,11,14,500,1.45,left,left,1,20,1,0.56,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,7,Clear_not_profit_side,low_enforcement,10,0,-,right,9,16,500,1.45,left,right,20,1,0,0.252,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,8,Ambigous_left,low_enforcement,10,0,-,right,11,14,500,1.45,left,right,20,1,0,0.268,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,9,Ambigous_left,low_enforcement,10,0,-,right,11,14,500,1.45,left,left,1,20,1,0.287,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,10,Clear_profit_side,low_enforcement,10,0,-,right,16,9,500,1.45,right,right,20,1,1,0.214,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,11,Clear_not_profit_side,low_enforcement,10,0,-,right,9,16,500,1.45,left,left,1,20,1,0.26,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,12,Clear_not_profit_side,low_enforcement,10,0,-,right,9,16,500,1.45,left,left,1,20,1,0.277,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,13,Ambigous_right,low_enforcement,10,1,180,right,14,11,500,1.45,right,right,20,-179,1,0.431,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,14,Clear_profit_side,low_enforcement,10,1,180,right,16,9,500,1.45,right,right,20,-179,1,0.353,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,15,Ambigous_left,low_enforcement,10,0,-,right,11,14,500,1.45,left,left,1,20,1,0.495,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,16,Clear_not_profit_side,low_enforcement,10,0,-,right,9,16,500,1.45,left,right,20,1,0,0.71,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,17,Clear_not_profit_side,low_enforcement,10,1,180,right,9,16,500,1.45,left,left,1,-160,1,0.67,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,18,Clear_profit_side,low_enforcement,10,0,-,right,16,9,500,1.45,right,right,20,1,1,0.45,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,19,Clear_not_profit_side,low_enforcement,10,0,-,right,9,16,500,1.45,left,left,1,20,1,0.261,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,20,Clear_profit_side,low_enforcement,10,0,-,right,16,9,500,1.45,right,right,20,1,1,0.333,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,21,Ambigous_left,low_enforcement,10,0,-,right,11,14,500,1.45,left,left,1,20,1,0.605,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,22,Ambigous_left,low_enforcement,10,0,-,right,11,14,500,1.45,left,left,1,20,1,0.248,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,23,Ambigous_right,low_enforcement,10,0,-,right,14,11,500,1.45,right,right,20,1,1,0.23,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,24,Clear_not_profit_side,low_enforcement,10,0,-,right,9,16,500,1.45,left,left,1,20,1,0.286,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,25,Clear_not_profit_side,low_enforcement,10,0,-,right,9,16,500,1.45,left,left,1,20,1,0.287,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,26,Clear_not_profit_side,low_enforcement,10,1,180,right,9,16,500,1.45,left,right,-160,-179,0,0.371,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,27,Ambigous_right,low_enforcement,10,0,-,right,14,11,500,1.45,right,right,20,1,1,0.254,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,28,Clear_not_profit_side,low_enforcement,10,0,-,right,9,16,500,1.45,left,left,1,20,1,0.463,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,29,Clear_not_profit_side,low_enforcement,10,1,180,right,9,16,500,1.45,left,left,1,-160,1,0.167,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,30,Clear_profit_side,low_enforcement,10,0,-,right,16,9,500,1.45,right,right,20,1,1,0.242,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,31,Clear_not_profit_side,low_enforcement,10,0,-,right,9,16,500,1.45,left,left,1,20,1,0.489,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,32,Ambigous_right,low_enforcement,10,0,-,right,14,11,500,1.45,right,right,20,1,1,0.44,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,33,Ambigous_left,low_enforcement,10,0,-,right,11,14,500,1.45,left,right,20,1,0,0.395,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,34,Clear_profit_side,low_enforcement,10,0,-,right,16,9,500,1.45,right,right,20,1,1,0.33,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,35,Ambigous_right,low_enforcement,10,0,-,right,14,11,500,1.45,right,right,20,1,1,0.273,23,700,1940,18-05-2020,18:9:47
5806b9d1084b750001dbcde0,54,female,1,1,36,Ambigous_left,low_enforcement,10,0,-,right,11,14,500,1.45,left,right,20,1,0,0.403,23,700,1940,18-05-2020,18:9:47
