user_id,age,gender,attention,block_number,trial_number,trial_type,conditions,p_inspection,inspection,fine_size,profitable_side,true_side,choice,trial_payoff,alternative_payoff,choice_correct,rt_choice,block_errors,block_payoff,final_payoff,bonus,final_payment,error,b1_cheating,b2_cheating,b1_sum,b2_sum
578f9f52eeaf6d00018d4f20,30,male,1,2,24,Ambigous_right,3,0,0,0,left,right,left,2,1,0,0.027999999999999997,59,198,398,0.39799999999999996,1.848,1,0,1,0,25
578f9f52eeaf6d00018d4f20,30,male,1,2,30,Ambigous_right,3,0,0,0,left,right,left,2,1,0,0.026000000000000002,59,198,398,0.39799999999999996,1.848,1,0,1,0,25
578f9f52eeaf6d00018d4f20,30,male,1,2,44,Ambigous_right,3,0,0,0,left,right,left,2,1,0,0.04,59,198,398,0.39799999999999996,1.848,1,0,1,0,25
578f9f52eeaf6d00018d4f20,30,male,1,2,50,Ambigous_right,3,0,0,0,left,right,left,2,1,0,1.6280000000000001,59,198,398,0.39799999999999996,1.848,1,0,1,0,25
578f9f52eeaf6d00018d4f20,30,male,1,2,55,Ambigous_right,3,0,0,0,left,right,left,2,1,0,0.04,59,198,398,0.39799999999999996,1.848,1,0,1,0,25
578f9f52eeaf6d00018d4f20,30,male,1,2,56,Ambigous_right,3,0,0,0,left,right,left,2,1,0,0.047,59,198,398,0.39799999999999996,1.848,1,0,1,0,25
578f9f52eeaf6d00018d4f20,30,male,1,2,63,Ambigous_right,3,0,0,0,left,right,left,2,1,0,0.042,59,198,398,0.39799999999999996,1.848,1,0,1,0,25
578f9f52eeaf6d00018d4f20,30,male,1,2,64,Ambigous_right,3,0,0,0,left,right,left,2,1,0,0.08900000000000001,59,198,398,0.39799999999999996,1.848,1,0,1,0,25
578f9f52eeaf6d00018d4f20,30,male,1,2,65,Ambigous_right,3,0,0,0,left,right,left,2,1,0,0.027000000000000003,59,198,398,0.39799999999999996,1.848,1,0,1,0,25
578f9f52eeaf6d00018d4f20,30,male,1,2,66,Ambigous_right,3,0,0,0,left,right,left,2,1,0,0.065,59,198,398,0.39799999999999996,1.848,1,0,1,0,25
578f9f52eeaf6d00018d4f20,30,male,1,2,72,Ambigous_right,3,0,0,0,left,right,left,2,1,0,0.013000000000000001,59,198,398,0.39799999999999996,1.848,1,0,1,0,25
578f9f52eeaf6d00018d4f20,30,male,1,2,76,Ambigous_right,3,0,0,0,left,right,left,2,1,0,0.054000000000000006,59,198,398,0.39799999999999996,1.848,1,0,1,0,25
578f9f52eeaf6d00018d4f20,30,male,1,2,77,Ambigous_right,3,0,0,0,left,right,left,2,1,0,0.042,59,198,398,0.39799999999999996,1.848,1,0,1,0,25
578f9f52eeaf6d00018d4f20,30,male,1,2,91,Ambigous_right,3,0,0,0,left,right,left,2,1,0,0.084,59,198,398,0.39799999999999996,1.848,1,0,1,0,25
578f9f52eeaf6d00018d4f20,30,male,1,2,92,Ambigous_right,3,0,0,0,left,right,left,2,1,0,0.006999999999999999,59,198,398,0.39799999999999996,1.848,1,0,1,0,25
578f9f52eeaf6d00018d4f20,30,male,1,2,93,Ambigous_right,3,0,0,0,left,right,left,2,1,0,0.098,59,198,398,0.39799999999999996,1.848,1,0,1,0,25
578f9f52eeaf6d00018d4f20,30,male,1,2,98,Ambigous_right,3,0,0,0,left,right,left,2,1,0,0.063,59,198,398,0.39799999999999996,1.848,1,0,1,0,25
595bf7acc76e6700014d33fc,52,female,1,1,7,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.071,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,8,Ambigous_right,2,10,1,180,left,right,right,1,-160,1,0.053,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,13,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.06,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,17,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.053,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,18,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.055999999999999994,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,22,Ambigous_right,2,10,0,0,left,right,left,20,1,0,0.053,9,642,1170,1.17,2.62,1,1,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,28,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.04,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,40,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.043,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,43,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.053,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,45,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.040999999999999995,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,54,Ambigous_right,2,10,1,180,left,right,left,-160,-179,0,0.044000000000000004,9,642,1170,1.17,2.62,1,1,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,60,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.049,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,65,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.054000000000000006,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,66,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.038,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,67,Ambigous_right,2,10,0,0,left,right,left,20,1,0,0.052000000000000005,9,642,1170,1.17,2.62,1,1,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,69,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.046,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,73,Ambigous_right,2,10,1,180,left,right,right,1,-160,1,0.043,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,80,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.036000000000000004,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,82,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.032,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,85,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.039,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,91,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.031,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,92,Ambigous_right,2,10,1,180,left,right,right,1,-160,1,0.044000000000000004,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,93,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.034,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,97,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.031,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,1,99,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.027999999999999997,9,642,1170,1.17,2.62,0,0,0,3,0
595bf7acc76e6700014d33fc,52,female,1,2,1,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.026000000000000002,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,3,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.044000000000000004,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,16,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.037000000000000005,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,26,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.039,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,29,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.026000000000000002,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,33,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.028999999999999998,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,37,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.031,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,39,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.067,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,40,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.047,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,41,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.028999999999999998,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,47,Ambigous_right,2,10,1,180,left,right,right,1,-160,1,0.027999999999999997,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,51,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.039,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,53,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.033,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,59,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.047,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,60,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.065,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,65,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.034,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,66,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.037000000000000005,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,76,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.047,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,78,Ambigous_right,2,10,1,180,left,right,right,1,-160,1,0.054000000000000006,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,79,Ambigous_right,2,10,0,0,left,right,left,20,1,0,0.057999999999999996,13,528,1170,1.17,2.62,1,0,1,0,2
595bf7acc76e6700014d33fc,52,female,1,2,86,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.026000000000000002,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,91,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.03,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,92,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.04,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,93,Ambigous_right,2,10,0,0,left,right,right,1,20,1,0.04,13,528,1170,1.17,2.62,0,0,0,0,2
595bf7acc76e6700014d33fc,52,female,1,2,100,Ambigous_right,2,10,1,180,left,right,left,-160,-179,0,0.08,13,528,1170,1.17,2.62,1,0,1,0,2
59e7276d5de9b000017ed1c1,38,male,0,1,1,Ambigous_left,3,0,0,0,right,left,left,1,2,1,0.99,13,152,325,0.325,1.775,0,0,0,5,0
59e7276d5de9b000017ed1c1,38,male,0,1,2,Ambigous_left,3,0,0,0,right,left,left,1,2,1,0.297,13,152,325,0.325,1.775,0,0,0,5,0
59e7276d5de9b000017ed1c1,38,male,0,1,3,Ambigous_left,3,0,0,0,right,left,right,2,1,0,0.765,13,152,325,0.325,1.775,1,1,0,5,0
59e7276d5de9b000017ed1c1,38,male,0,1,4,Ambigous_left,3,0,0,0,right,left,left,1,2,1,0.35700000000000004,13,152,325,0.325,1.775,0,0,0,5,0
59e7276d5de9b000017ed1c1,38,male,0,1,5,Ambigous_left,3,0,0,0,right,left,left,1,2,1,0.249,13,152,325,0.325,1.775,0,0,0,5,0
59e7276d5de9b000017ed1c1,38,male,0,1,9,Ambigous_left,3,0,0,0,right,left,left,1,2,1,0.723,13,152,325,0.325,1.775,0,0,0,5,0
59e7276d5de9b000017ed1c1,38,male,0,1,10,Ambigous_left,3,0,0,0,right,left,right,2,1,0,1.992,13,152,325,0.325,1.775,1,1,0,5,0
