user_id,gender,age,ques1,ques2,date,time
5e68ff434db49c01d7dbedd2,male,27,"I think you wanted to see if saying one side paid more than the other,  if people would be more inclined to choose that side when they likely had equal amounts of dots. ",I would restart my computer first. As i had to do this 1.5x because holding down the space bar selected yes on the prompt my computer threw up to restart. ,18/05/2020,18:45:36
