user_id,age,gender,attention,block_number,trial_number,trial_type,conditions,p_inspection,inspection,fine_size,profitable_side,points_right,points_left,exchange_ratio,basic_payment,true_side,choice,trial_payoff,alternative_payoff,choice_correct,rt_choice,block_errors,block_payoff,final_payoff,date,time
54da5755fdf99b2ae8ab221c,27,other,1,1,1,Clear_not_profit_side,high_enforcement,90,1,20,left,16,9,500,1.45,right,right,1,0,1,0.274,7,816,1644,18-05-2020,18:1:52
54da5755fdf99b2ae8ab221c,27,other,1,1,2,Clear_profit_side,high_enforcement,90,1,20,left,9,16,500,1.45,left,left,20,-19,1,0.185,7,816,1644,18-05-2020,18:1:52
54da5755fdf99b2ae8ab221c,27,other,1,1,3,Ambigous_left,high_enforcement,90,1,20,left,11,14,500,1.45,left,left,20,-19,1,0.183,7,816,1644,18-05-2020,18:1:52
54da5755fdf99b2ae8ab221c,27,other,1,1,4,Clear_not_profit_side,high_enforcement,90,1,20,left,16,9,500,1.45,right,right,1,0,1,0.162,7,816,1644,18-05-2020,18:1:52
54da5755fdf99b2ae8ab221c,27,other,1,1,5,Ambigous_right,high_enforcement,90,1,20,left,14,11,500,1.45,right,left,0,-19,0,0.219,7,816,1644,18-05-2020,18:1:52
54da5755fdf99b2ae8ab221c,27,other,1,1,6,Clear_profit_side,high_enforcement,90,0,-,left,9,16,500,1.45,left,left,20,1,1,0.172,7,816,1644,18-05-2020,18:1:52
54da5755fdf99b2ae8ab221c,27,other,1,1,7,Clear_not_profit_side,high_enforcement,90,1,20,left,16,9,500,1.45,right,right,1,0,1,0.131,7,816,1644,18-05-2020,18:1:52
54da5755fdf99b2ae8ab221c,27,other,1,1,8,Ambigous_right,high_enforcement,90,1,20,left,14,11,500,1.45,right,right,1,0,1,0.159,7,816,1644,18-05-2020,18:1:52
54da5755fdf99b2ae8ab221c,27,other,1,1,9,Ambigous_right,high_enforcement,90,1,20,left,14,11,500,1.45,right,right,1,0,1,0.145,7,816,1644,18-05-2020,18:1:52
54da5755fdf99b2ae8ab221c,27,other,1,1,10,Ambigous_right,high_enforcement,90,1,20,left,14,11,500,1.45,right,right,1,0,1,0.158,7,816,1644,18-05-2020,18:1:52
54da5755fdf99b2ae8ab221c,27,other,1,1,11,Clear_not_profit_side,high_enforcement,90,1,20,left,16,9,500,1.45,right,right,1,0,1,0.139,7,816,1644,18-05-2020,18:1:52
54da5755fdf99b2ae8ab221c,27,other,1,1,12,Clear_not_profit_side,high_enforcement,90,1,20,left,16,9,500,1.45,right,right,1,0,1,0.138,7,816,1644,18-05-2020,18:1:52
54da5755fdf99b2ae8ab221c,27,other,1,1,13,Clear_profit_side,high_enforcement,90,1,20,left,9,16,500,1.45,left,left,20,-19,1,0.184,7,816,1644,18-05-2020,18:1:52
54da5755fdf99b2ae8ab221c,27,other,1,1,14,Ambigous_right,high_enforcement,90,1,20,left,14,11,500,1.45,right,right,1,0,1,0.149,7,816,1644,18-05-2020,18:1:52
54da5755fdf99b2ae8ab221c,27,other,1,1,15,Clear_not_profit_side,high_enforcement,90,1,20,left,16,9,500,1.45,right,right,1,0,1,0.156,7,816,1644,18-05-2020,18:1:52
54da5755fdf99b2ae8ab221c,27,other,1,1,16,Ambigous_right,high_enforcement,90,1,20,left,14,11,500,1.45,right,right,1,0,1,0.123,7,816,1644,18-05-2020,18:1:52
54da5755fdf99b2ae8ab221c,27,other,1,1,17,Clear_not_profit_side,high_enforcement,90,0,-,left,16,9,500,1.45,right,right,1,20,1,0.125,7,816,1644,18-05-2020,18:1:52
54da5755fdf99b2ae8ab221c,27,other,1,1,18,Clear_not_profit_side,high_enforcement,90,1,20,left,16,9,500,1.45,right,right,1,0,1,0.122,7,816,1644,18-05-2020,18:1:52
54da5755fdf99b2ae8ab221c,27,other,1,1,19,Ambigous_right,high_enforcement,90,0,-,left,14,11,500,1.45,right,right,1,20,1,0.237,7,816,1644,18-05-2020,18:1:52
54da5755fdf99b2ae8ab221c,27,other,1,1,20,Clear_not_profit_side,high_enforcement,90,1,20,left,16,9,500,1.45,right,right,1,0,1,0.155,7,816,1644,18-05-2020,18:1:52
